"database_identifier"	"chemical_formula"	"inchi"	"smiles"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"modifications"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"Bur-C-1"	"Bur-C-2"	"Bur-C-3"	"Can-C-1"	"Can-C-2"	"Can-C-3"	"Col-C-1"	"Col-C-2"	"Col-C-3"	"Ct-C-1"	"Ct-C-2"	"Ct-C-3"	"Edi-C-1"	"Edi-C-2"	"Edi-C-3"	"Hi-C-1"	"Hi-C-2"	"Hi-C-3"	"Kn-C-1"	"Kn-C-2"	"Kn-C-3"	"Ler-C-1"	"Ler-C-2"	"Ler-C-3"	"Mt-C-1"	"Mt-C-2"	"Mt-C-3"	"No-C-1"	"No-C-2"	"No-C-3"	"Oy-C-1"	"Oy-C-2"	"Oy-C-3"	"Po-C-1"	"Po-C-2"	"Po-C-3"	"Rsch-C-1"	"Rsch-C-2"	"Rsch-C-3"	"Sf-C-1"	"Sf-C-2"	"Sf-C-3"	"Tsu-C-1"	"Tsu-C-2"	"Tsu-C-3"	"Wil-C-1"	"Wil-C-2"	"Will-C-3"	"Ws-C-1"	"Ws-C-2"	"Ws-C-3"	"Wu-C-1"	"Wu-C-2"	"Wu-C-3"	"Zu-C-1"	"Zu-C-2"	"Zu-C-3"
""	""	""	""	"unknown indole derivative"	"174.05"	""	""	"390"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 17751.1701"	" 12297.3592"	"     0.00000"	"  3396.7867"	"4.722440e+03"	"     0.0000"	"   5748.4014"	"   7634.486"	"  3879.10355"	" 43779.4162"	" 30860.8052"	" 14831.4545"	"  3177.2989"	"     0.0000"	"     0.0000"	"  13395.3021"	"  37662.331"	"     0.00000"	"  41981.8031"	"  9043.8142"	" 12612.8689"	"   6022.212"	"  12696.4669"	"  7354.58924"	"   6478.593"	"   5941.9492"	"      0.000"	"     0.0000"	"     0.0000"	"     0.0000"	"   7185.4028"	" 3037.5204"	"  2260.9633"	"     0.0000"	"     0.0000"	"     0.0000"	"      0.0000"	"      0.000"	"   7128.5184"	"     0.0000"	"     0.0000"	"     0.0000"	"   4643.804"	"   3676.108"	"     0.000"	"  65701.0259"	"4.748175e+04"	"  24190.1113"	"      0.0000"	"   4276.1588"	"  7255.8010"	"     0.000"	"      0.0000"	"      0.0000"	"  5687.51127"	"  12356.4898"	"     0.0000"
""	""	""	""	"2,3-DHBA 3-O-Xyl"	"285.06"	""	""	"180"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"     0.0000"	"     0.0000"	"     0.00000"	"  3833.4789"	"3.565236e+03"	"  3480.1287"	"  16286.3744"	"   8825.027"	"  3431.60562"	"  5328.5220"	"     0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"      0.0000"	"      0.000"	" 18520.72520"	"  18164.2960"	"  6592.1053"	"  4871.3574"	"  14725.617"	"  16653.5911"	"  4938.25804"	"  24506.358"	"  10959.1508"	"  15158.825"	"     0.0000"	"     0.0000"	"     0.0000"	"      0.0000"	"    0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"   3983.1033"	"      0.000"	"   2761.2619"	"     0.0000"	"     0.0000"	"     0.0000"	"      0.000"	"      0.000"	"     0.000"	"  40198.7446"	"1.442278e+04"	"  16156.5584"	"  22723.8792"	"   9078.3392"	"     0.0000"	"  8485.891"	"  15171.7091"	"   9604.7042"	"     0.00000"	"   1372.7389"	"     0.0000"
""	""	""	""	"2,5-DHBA Pent"	"285.06"	""	""	"162"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"     0.0000"	"     0.0000"	"     0.00000"	"  3456.1539"	"9.005618e+03"	"  4555.2153"	"  44364.3164"	"  27117.736"	" 20483.71410"	"  6714.1235"	"     0.0000"	"     0.0000"	"  5872.9418"	"  4679.3141"	"     0.0000"	"      0.0000"	"   7278.749"	" 15614.67864"	"  39144.7329"	" 16987.6620"	" 13244.6161"	"  18840.945"	"  17810.4901"	"  9774.06045"	"  57776.269"	"  38483.1417"	"  35945.493"	"     0.0000"	"     0.0000"	"     0.0000"	"   3386.1389"	"    0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"  10126.2568"	"   4683.947"	"  11771.3652"	"     0.0000"	"     0.0000"	"     0.0000"	"   4291.905"	"      0.000"	"  3934.477"	"  34949.4154"	"1.773234e+04"	"  17926.2886"	"  24541.0428"	"  17362.6479"	"  3459.2006"	" 10083.683"	"  14556.8441"	"  18095.1376"	"  5796.25905"	"   4853.6639"	"     0.0000"
""	""	""	""	"9,10-Dihydrohydroxy-JA Sulfate"	"307.08"	""	""	"222"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"  8218.0321"	" 14687.3604"	"  9282.86006"	"  7778.1252"	"1.924699e+04"	"  5101.9939"	"  32048.3958"	"  50762.655"	" 41974.82348"	" 19141.6994"	" 10076.6424"	" 19818.9453"	" 10484.4958"	" 70967.4227"	" 42001.7299"	"  17278.8911"	"  59029.919"	" 14901.23259"	"  46022.9551"	" 53441.8291"	" 53712.2454"	"  23788.180"	"  47698.2476"	" 33682.30922"	"  33157.765"	"  34694.8366"	"  13661.192"	" 52814.6066"	" 39298.1142"	" 42962.5244"	"  42857.1354"	" 8565.7551"	" 35339.7265"	" 48821.7944"	" 92329.8329"	" 51152.5579"	"  54442.6783"	"  42516.399"	"  75525.6027"	" 16486.0526"	" 38757.8967"	" 41749.8064"	"  53908.705"	"  30334.556"	" 99031.714"	"  14568.9896"	"1.075688e+04"	"  18054.7075"	"  23066.2324"	"  23747.4802"	"  8270.0496"	" 36885.395"	"  64639.0342"	"  73314.6611"	" 12371.23364"	"   9924.0501"	" 13651.7187"
"CHEBI:16220"	"C16H22O8"	"InChI=1/C16H22O8/c1-22-11-7-9(3-2-6-17)4-5-10(11)23-16-15(21)14(20)13(19)12(8-18)24-16/h2-5,7,12-21H,6,8H2,1H3/b3-2+/t12-,13-,14+,15-,16-/m1/s1"	"COC1=C(C=CC(=C1)/C=C/CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O"	"Coniferin"	"365.12"	""	""	"180"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	"ChEBI"	""	""	""	""	""	""	""	""	""	"244446.7714"	"196491.8224"	"  6878.64070"	"111481.8532"	"5.138172e+04"	"  3681.2625"	" 170911.3052"	"  94264.350"	"  6813.65505"	" 43476.6356"	" 15325.2118"	"     0.0000"	"163107.0063"	" 50476.8691"	"  5424.0143"	"  29540.8159"	"  59433.116"	" 13423.25409"	"  43990.1906"	" 55334.3804"	"     0.0000"	" 115260.338"	" 173838.3616"	"  8724.24406"	"  75285.695"	"  66628.3650"	"   7723.373"	" 81072.1752"	" 91515.4554"	"  3196.2156"	"  84221.4151"	"24573.9479"	"  7309.0328"	" 53667.7573"	" 61275.2445"	" 12907.9532"	"  91917.2009"	"  56887.264"	"   6051.6477"	" 29218.9436"	" 54488.8369"	"     0.0000"	"  97078.233"	" 143015.997"	"  5606.471"	"  98689.4823"	"2.631820e+04"	"   6314.1324"	" 100849.0665"	" 112422.1540"	"  4394.4404"	"162072.344"	" 122035.8469"	"  12652.9088"	" 40203.83102"	"  97660.3570"	"  2533.4987"
""	"C17H24O9"	"InChI=1/C17H24O9/c1-23-10-6-9(4-3-5-18)7-11(24-2)16(10)26-17-15(22)14(21)13(20)12(8-19)25-17/h3-4,6-7,12-15,17-22H,5,8H2,1-2H3/b4-3+/t12-,13-,14+,15-,17?/m1/s1"	"COc1cc(cc(c1OC2C(C(C(C(O2)CO)O)O)O)OC)C=CCO"	"Syringin"	"395.13"	""	""	"192"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"115221.9216"	"103687.3350"	"  9619.59306"	" 54993.2708"	"4.143355e+04"	"  4409.5204"	" 115554.8568"	"  48252.052"	"  8052.97084"	" 38194.7608"	"  6509.4780"	"  2221.8620"	" 81301.7465"	" 36606.7717"	"  5069.3151"	"  23152.4054"	"  42830.038"	"  8972.21917"	"  31025.2397"	" 63441.4747"	"  5892.5685"	"  58750.322"	"  68817.4946"	"  9868.08893"	"  65846.113"	"  42039.7168"	"  14502.488"	" 36563.9579"	" 36812.2056"	"     0.0000"	"  40477.7228"	"21857.1381"	"  8557.7227"	" 33630.6357"	" 35073.5963"	" 16505.9285"	"  79084.3829"	"  57822.325"	"  11440.5367"	" 35417.7980"	" 32257.3197"	"     0.0000"	" 169953.447"	" 152223.364"	" 22848.652"	"  54658.0007"	"1.757834e+04"	"   8729.5001"	"  53826.1362"	"  83579.0988"	"  4214.9543"	" 83880.210"	"  61059.4171"	"  18412.2930"	" 38867.90432"	"  54624.8671"	"  3830.2651"
""	""	""	""	"G(8-O-4)G"	"327.12"	""	""	"240"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"  4643.5061"	"  4393.6396"	"     0.00000"	"     0.0000"	"4.234142e+03"	"     0.0000"	"   3455.6296"	"   2739.529"	"  2119.58988"	"     0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"  3898.3889"	"     0.0000"	"      0.0000"	"   2965.014"	"  3007.32240"	"   3950.7114"	"     0.0000"	"     0.0000"	"   4270.347"	"   4931.6834"	"     0.00000"	"   3507.930"	"   3700.1805"	"      0.000"	"  3475.7413"	"  3101.1704"	"     0.0000"	"   4863.2843"	"    0.0000"	"  5471.0953"	"  2728.1223"	"  2932.8021"	"     0.0000"	"   3824.5774"	"   2922.299"	"   3335.1124"	"     0.0000"	"     0.0000"	"     0.0000"	"      0.000"	"   3060.380"	"     0.000"	"   3534.7550"	"3.945528e+03"	"   2353.3629"	"   2141.4145"	"   5899.1112"	"  2681.4917"	"  2496.772"	"   3182.8579"	"      0.0000"	"     0.00000"	"   4094.7746"	"     0.0000"
""	""	""	""	"G(8-O-4)G"	"327.12"	""	""	"282"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 26868.8143"	" 31231.9433"	"     0.00000"	" 27730.0507"	"2.503266e+04"	"     0.0000"	"  24322.8741"	"  24314.916"	"     0.00000"	" 26645.3906"	"     0.0000"	"     0.0000"	" 26907.5406"	"     0.0000"	"     0.0000"	"   6788.4302"	"  11110.786"	"     0.00000"	"  11328.2213"	"  9858.8839"	"     0.0000"	"  25809.427"	"  88152.8591"	"     0.00000"	"  26626.305"	"  14719.1659"	"      0.000"	" 15679.2453"	" 28920.1137"	"     0.0000"	"  23586.2484"	"    0.0000"	"     0.0000"	" 13825.5171"	" 19624.5189"	"     0.0000"	"  18797.1117"	"  14801.354"	"      0.0000"	" 12657.7699"	" 15317.2418"	"     0.0000"	"  11122.038"	"  22631.183"	"     0.000"	"  14659.9636"	"1.626248e+04"	"      0.0000"	"  21262.5151"	"  44665.7944"	"     0.0000"	" 14422.731"	"  21323.3050"	"      0.0000"	" 10586.96710"	"  39757.9533"	"     0.0000"
""	""	""	""	"G(8-O-4)S Glycerol"	"439.16"	""	""	"192"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 10039.4570"	" 17635.3809"	"   633.85199"	" 11420.7637"	"9.889436e+03"	"  2190.7090"	"   8872.7324"	"  11657.338"	"  3544.44653"	" 14947.3438"	"  2328.2327"	"  2142.6431"	" 13425.9863"	"  2742.7439"	"   984.1253"	"   8935.8643"	"  14896.517"	"  1935.40881"	"   1840.8324"	" 10228.4717"	"  1444.0793"	"  11691.559"	"  10712.8594"	"  4961.50586"	"  13582.151"	"  13001.1377"	"   5453.952"	"  8842.4746"	" 11454.5781"	"   359.5937"	"   7850.7476"	" 7209.1855"	"  4089.5925"	"  9143.0410"	" 11517.7012"	"  3702.0928"	"  16339.9541"	"  19134.045"	"   2797.5957"	" 26994.7930"	"  8448.4268"	"   414.0205"	"  13348.997"	"  15966.351"	"  3602.921"	"   9543.8262"	"7.152125e+03"	"   2676.7898"	"  12151.8672"	"  20651.5898"	"  3325.3645"	"  9557.207"	"  12361.0430"	"   3435.9778"	" 13039.10352"	"  12695.4248"	"  2556.0652"
""	""	""	""	"G(8-5)G"	"339.12"	""	""	"342"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 40953.4730"	" 41874.6931"	"     0.00000"	" 47587.4891"	"1.830428e+04"	"     0.0000"	"  24914.2078"	"  30384.362"	"     0.00000"	" 28368.0755"	"     0.0000"	"     0.0000"	" 44993.9822"	"     0.0000"	"     0.0000"	"   3724.3435"	"   8981.646"	"     0.00000"	"   7028.8109"	"  5069.6233"	"     0.0000"	"  34311.014"	" 175032.8380"	"  3570.36659"	"  17235.829"	"   7503.2888"	"      0.000"	" 21041.9391"	" 54641.0491"	"     0.0000"	"  26634.9577"	"    0.0000"	"     0.0000"	" 15696.1184"	" 30483.6070"	"     0.0000"	"  37552.4395"	"  20603.587"	"      0.0000"	" 10293.5052"	"  8822.5813"	"     0.0000"	"  15477.558"	"  27539.018"	"     0.000"	"  20298.5931"	"2.076854e+04"	"      0.0000"	"  13671.5568"	"  57097.2536"	"     0.0000"	" 25923.346"	"  19735.4040"	"      0.0000"	"  9026.03717"	"  55099.3982"	"     0.0000"
""	""	""	""	"S(8-5)G"	"357.13"	""	""	"336"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 43099.3760"	" 33502.1402"	"     0.00000"	" 85964.0548"	"6.295907e+04"	"     0.0000"	"  30710.4645"	"  33679.325"	"     0.00000"	" 15090.0167"	"     0.0000"	"     0.0000"	" 57742.8169"	"     0.0000"	"     0.0000"	"   3256.1447"	"      0.000"	"     0.00000"	"   7765.6111"	"  3544.2741"	"     0.0000"	"  37317.125"	" 197590.4603"	"  1020.76192"	"  32603.870"	"      0.0000"	"      0.000"	" 12383.9738"	" 65415.0357"	"     0.0000"	"  22253.9460"	"    0.0000"	"     0.0000"	"  7094.9096"	" 45183.6795"	"     0.0000"	"  98434.5563"	"  34234.577"	"      0.0000"	"  5062.8001"	" 12544.7430"	"     0.0000"	"  49263.576"	"  66987.346"	"     0.000"	"  43944.1115"	"4.471616e+04"	"      0.0000"	"   7499.5927"	"  67485.5471"	"     0.0000"	" 42940.223"	"  29777.0029"	"      0.0000"	" 10041.40782"	"  77150.6426"	"     0.0000"
""	""	""	""	"S(8-8)S"	"417.15"	""	""	"378"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"  7901.4994"	"  4993.4545"	"     0.00000"	" 54668.7696"	"2.975840e+04"	"     0.0000"	"   8879.6288"	"   6832.779"	"     0.00000"	"     0.0000"	"     0.0000"	"     0.0000"	" 13618.5051"	"     0.0000"	"     0.0000"	"      0.0000"	"      0.000"	"     0.00000"	"      0.0000"	"     0.0000"	"     0.0000"	"   9068.317"	"  26026.1713"	"     0.00000"	"  19461.588"	"      0.0000"	"   3339.921"	"  2661.4216"	"  9939.9833"	"     0.0000"	"   3709.8459"	"    0.0000"	"     0.0000"	"     0.0000"	" 17481.0471"	"     0.0000"	"  70093.5405"	"  14958.105"	"      0.0000"	"     0.0000"	"  6115.5060"	"     0.0000"	"  59301.848"	"  37347.433"	"     0.000"	"  16040.9382"	"1.200114e+04"	"      0.0000"	"      0.0000"	"  13314.2711"	"     0.0000"	" 23094.842"	"   9515.6210"	"      0.0000"	"  3540.63047"	"  14719.6357"	"     0.0000"
"134203"	"C20H24O6"	"InChI=1/C20H24O6/c1-24-18-8-12(3-5-16(18)22)7-14-11-26-20(15(14)10-21)13-4-6-17(23)19(9-13)25-2/h3-6,8-9,14-15,20-23H,7,10-11H2,1-2H3"	"Oc1ccc(cc1OC)C3OCC(Cc2cc(OC)c(O)cc2)C3CO"	"Lariciresinol"	"329.14"	""	""	"336"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	"PubChem"	""	""	""	""	""	""	""	""	""	" 78161.4321"	" 11519.1774"	"     0.00000"	"104139.1642"	"1.088684e+05"	" 12810.2240"	"  42248.0731"	"  73671.638"	" 20147.49091"	" 15598.6173"	"     0.0000"	"  2909.7589"	" 56212.3231"	"     0.0000"	"     0.0000"	"  11521.0974"	"  10065.546"	" 12566.75334"	"  28326.6754"	" 12214.9177"	"  3374.5427"	"  39882.221"	" 167551.8456"	" 11934.93472"	"  62353.265"	"  14085.8322"	"  29832.056"	" 32583.2854"	" 58594.3757"	"     0.0000"	"  62436.2155"	"    0.0000"	"     0.0000"	" 42090.8398"	" 47283.3186"	" 21792.4584"	" 112797.2010"	"  25788.344"	"  20164.7367"	"  2360.9632"	" 31589.6457"	"     0.0000"	"  57422.610"	"  46482.883"	" 13888.832"	"  79666.2975"	"7.565276e+04"	"  10389.8302"	"  31359.4577"	"  90544.3665"	"  3523.1921"	" 47681.875"	"  34802.4996"	"   9315.2120"	" 39454.37919"	"  83464.0509"	"     0.0000"
""	""	""	""	"Lariciresinol Hex"	"521.20"	""	""	"270"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 27327.9331"	" 17655.4597"	"     0.00000"	" 10309.7674"	"1.015232e+04"	"  2034.2413"	"  11227.1459"	"  16868.246"	"  4069.34921"	"  9647.9743"	"     0.0000"	"     0.0000"	" 16721.0796"	"     0.0000"	"     0.0000"	"   4283.0617"	"   3116.195"	"  9324.16224"	"   4727.1236"	"  4335.1225"	"     0.0000"	"   9367.148"	"  27852.3502"	"  2935.16917"	"   9820.652"	"   2755.8455"	"   6226.269"	" 11833.0546"	" 10578.9937"	"     0.0000"	"   8849.7666"	"    0.0000"	"     0.0000"	"  5835.5497"	"  7664.1590"	"  2845.1113"	"  10744.3518"	"   8409.590"	"   3273.9966"	"  4672.3500"	"  7226.7797"	"     0.0000"	"  17343.577"	"  11589.791"	"  3078.286"	"      0.0000"	"4.741384e+03"	"      0.0000"	"  12714.3411"	"  28533.0224"	"  2623.3927"	" 12277.637"	"   9152.6689"	"   2687.6102"	"  8623.98454"	"  21775.5844"	"     0.0000"
""	""	""	""	"G(8-O-4)S(8-5)G"	"583.22"	""	""	"366"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 42949.4233"	" 62389.0227"	"     0.00000"	" 60313.6921"	"5.026860e+04"	"     0.0000"	"  30394.0478"	"  49446.777"	"     0.00000"	" 32071.9680"	"  1664.7353"	"     0.0000"	" 49227.6477"	"     0.0000"	"     0.0000"	"   7478.5168"	"  17020.207"	"     0.00000"	"   6184.3393"	"  6760.7863"	"     0.0000"	"  47914.266"	"      0.0000"	"     0.00000"	"  38173.245"	"  38728.3014"	"      0.000"	" 30208.3556"	" 78838.1288"	"     0.0000"	"  25408.4546"	" 4788.2178"	"     0.0000"	" 11693.1198"	" 41787.3296"	"     0.0000"	"  57527.4434"	"  35366.775"	"      0.0000"	" 19846.3278"	" 16290.9655"	"     0.0000"	"  32697.968"	"  61846.097"	"     0.000"	"  26632.8626"	"3.639405e+04"	"      0.0000"	"  12886.5566"	"  92443.1828"	"     0.0000"	" 37047.806"	"  34140.3129"	"      0.0000"	" 14595.50581"	"  76304.3667"	"     0.0000"
""	""	""	""	"G(8-O-4)S(8-5)G"	"583.22"	""	""	"378"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 14179.9866"	" 19925.4712"	"     0.00000"	" 15388.5770"	"1.601486e+04"	"     0.0000"	"   7723.8089"	"  11028.425"	"     0.00000"	"  9491.7407"	"     0.0000"	"     0.0000"	" 12123.0866"	"     0.0000"	"     0.0000"	"   1767.7111"	"   3357.464"	"     0.00000"	"   2175.5364"	"     0.0000"	"     0.0000"	"  11320.604"	"      0.0000"	"     0.00000"	"  13710.338"	"   7220.2471"	"      0.000"	"  7849.2402"	" 18581.0065"	"     0.0000"	"   7665.6497"	"    0.0000"	"     0.0000"	"  3653.0434"	"  9248.9422"	"     0.0000"	"  16971.0668"	"  10248.490"	"      0.0000"	"  6458.8229"	"  4345.6199"	"     0.0000"	"   9800.533"	"  18282.011"	"     0.000"	"   6499.3270"	"9.892327e+03"	"      0.0000"	"   3867.6498"	"  29386.5691"	"     0.0000"	" 12559.060"	"   9416.9600"	"      0.0000"	"  4609.36128"	"  19247.4805"	"     0.0000"
""	""	""	""	"G(8-O-4)S(8-8)S"	"613.23"	""	""	"402"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 38681.8287"	" 43999.6455"	"     0.00000"	" 67753.6388"	"5.924621e+04"	"     0.0000"	"  23778.8021"	"  23446.204"	"     0.00000"	" 12859.3121"	"     0.0000"	"     0.0000"	" 60321.0124"	"     0.0000"	"     0.0000"	"   8303.3439"	"   3851.595"	"     0.00000"	"   7061.0040"	"  4280.6280"	"     0.0000"	"  22625.480"	"      0.0000"	"  3033.36351"	"  63515.872"	"   5130.5101"	"  10018.796"	"  8605.3935"	" 47490.5491"	"     0.0000"	"  14223.3359"	"    0.0000"	"     0.0000"	"  5593.4249"	" 42510.5338"	"  3338.1152"	"  73015.1938"	"  32388.201"	"   2170.3489"	"  9512.4202"	" 16968.5623"	"     0.0000"	"  58094.431"	"  96934.301"	"  2843.005"	"  26166.6458"	"4.990200e+04"	"   4092.5095"	"   7172.5637"	"  71501.8541"	"     0.0000"	" 30314.763"	"  24319.1223"	"      0.0000"	" 19153.54472"	"  62548.0979"	"     0.0000"
""	""	""	""	"G(8-O-4)S(8-8)S"	"613.23"	""	""	"414"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 15933.0755"	" 17013.1452"	"     0.00000"	" 23530.2842"	"2.220063e+04"	"     0.0000"	"   9531.1806"	"   9003.839"	"     0.00000"	"  4663.1263"	"     0.0000"	"     0.0000"	" 17574.8139"	"     0.0000"	"     0.0000"	"      0.0000"	"      0.000"	"     0.00000"	"   2563.9120"	"     0.0000"	"     0.0000"	"   7830.075"	"      0.0000"	"     0.00000"	"  23373.297"	"      0.0000"	"   5052.522"	"  3780.8375"	" 18924.4517"	"     0.0000"	"   5321.8813"	"    0.0000"	"     0.0000"	"     0.0000"	" 13350.2289"	"     0.0000"	"  26151.6567"	"  13376.523"	"      0.0000"	"  3630.0978"	"  6334.7981"	"     0.0000"	"  20995.980"	"  30294.788"	"     0.000"	"   9611.7270"	"1.789544e+04"	"      0.0000"	"   3363.3340"	"  28949.6433"	"     0.0000"	" 12130.792"	"   8256.6889"	"      0.0000"	"  6473.56004"	"  21377.3374"	"     0.0000"
""	""	""	""	"G(8-O-4)G(8-8)S/G(8-O-4)S(8-8)G"	"583.22"	""	""	"408"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 28934.5264"	" 26170.9199"	"     0.00000"	" 41646.0482"	"3.482893e+04"	"  5481.4924"	"  18968.5315"	"  15181.897"	"  6389.22739"	" 18024.4764"	"     0.0000"	"     0.0000"	" 25765.2996"	"     0.0000"	"     0.0000"	"   8255.4251"	"  12444.284"	"  4665.82751"	"   6087.1159"	"  2263.1663"	"     0.0000"	"  22883.536"	"      0.0000"	" 12420.58191"	"  28479.077"	"  17946.8850"	"  12555.921"	" 11188.7236"	" 24590.0189"	"     0.0000"	"  15943.5186"	"    0.0000"	"     0.0000"	"  8319.5804"	" 18107.1908"	"  8050.8027"	"  29093.0637"	"  16381.933"	"   3335.4678"	"  5383.1951"	"  9534.8358"	"     0.0000"	"  20292.495"	"  37841.002"	"  4472.043"	"  21121.2909"	"2.885976e+04"	"  10589.8470"	"  13186.5511"	"  37698.3292"	"  2672.2282"	" 16417.829"	"  13458.4620"	"   4854.2651"	" 16530.19705"	"  31559.9011"	"     0.0000"
""	""	""	""	"G(8-O-4)G(8-8)S/G(8-O-4)S(8-8)G"	"583.22"	""	""	"420"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 11525.0167"	" 11635.2996"	"     0.00000"	" 18455.1373"	"1.779153e+04"	"  3147.9367"	"   8407.9848"	"   7679.627"	"  3288.12317"	"  7035.9579"	"     0.0000"	"     0.0000"	"  9256.3080"	"     0.0000"	"     0.0000"	"   2956.8544"	"   4261.470"	"  3007.92213"	"   3203.4736"	"     0.0000"	"     0.0000"	"   9805.376"	"    164.0381"	"  6538.66103"	"   9178.009"	"   4574.3792"	"   8099.094"	"  3959.5733"	" 10011.5453"	"     0.0000"	"   5654.3737"	"    0.0000"	"     0.0000"	"  3209.5092"	"  6116.9156"	"  3783.2713"	"  14027.2611"	"   7173.944"	"   2413.0360"	"     0.0000"	"  4016.7334"	"     0.0000"	"  10598.457"	"  14875.161"	"  2217.300"	"   9351.1683"	"1.122545e+04"	"   5126.1917"	"   5998.9503"	"  16420.7687"	"     0.0000"	"  8151.222"	"   6668.5397"	"   2925.8884"	"  5882.48678"	"  13700.2539"	"     0.0000"
"CHEBI:490095"	"C9H6O4"	"InChI=1/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11/h1-4,10-11H"	"C1=CC(=O)OC2=CC(=C(C=C21)O)O"	"Esculetin"	"177.02"	""	""	"204"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	"ChEBI"	""	""	""	""	""	""	""	""	""	"  7146.5902"	" 51355.0464"	"     0.00000"	"  7814.4641"	"8.481297e+04"	"  7336.7004"	"  32458.5944"	"  56172.183"	" 14123.48902"	" 17843.2432"	"     0.0000"	" 10159.0946"	" 15323.8498"	"     0.0000"	"     0.0000"	"  13432.8754"	"      0.000"	"  3286.23354"	"      0.0000"	"  3283.3583"	"     0.0000"	"   6935.291"	"  16560.1713"	"  3453.29017"	"  16228.540"	"      0.0000"	"   4629.937"	"  4782.2073"	"  6754.3105"	"     0.0000"	"   6426.3192"	"    0.0000"	"     0.0000"	"  6985.5388"	"  8826.4511"	"     0.0000"	"  40306.8022"	"  93016.335"	"   9471.4502"	" 21134.3544"	" 10899.7380"	"     0.0000"	"  64973.644"	"  37981.069"	"     0.000"	"   4391.9808"	"5.577999e+03"	"      0.0000"	"   5372.8986"	"  27227.4009"	"  3360.9418"	" 20154.060"	"  12662.0285"	"      0.0000"	" 22363.35416"	"  18013.3217"	"  3659.1294"
